Transaction_ID,User_ID,Crypto,Transaction_Type,Amount,Price_Per_Unit,Total_Value,Transaction_Fee,Platform,Status,Wallet_Type,Transaction_Date
242762,37873,BNB,Sell,6.872149,24056.47,165319.65,3734.11,Coinbase,Pending,Ledger,2024-12-29 09:51:58.222424
342535,78200,Cardano,Withdraw,78.538359,50417.76,3959728.13,95099.57,Coinbase,Failed,Hot Wallet,2023-11-28 09:51:58.222424
703679,48069,Dogecoin,Transfer,3.281349,28792.59,94478.54,3717.68,FTX,Failed,Trezor,2024-08-02 09:51:58.222424
747737,83927,BNB,Sell,35.130584,29711.97,1043798.86,40873.66,Huobi,Pending,Exchange Wallet,2023-08-08 09:51:58.222424
286838,94440,Ethereum,Stake,23.362831,38414.79,897478.25,25868.24,Binance,Pending,Trezor,2023-11-23 09:51:58.222424
387519,19863,Bitcoin,Buy,7.810831,46826.13,365750.99,2912.89,Binance,Pending,Hot Wallet,2023-05-10 09:51:58.222424
723300,79434,BNB,Withdraw,74.766082,17843.79,1334110.27,22330.68,Huobi,Failed,Cold Wallet,2023-10-14 09:51:58.222424
944121,32751,Solana,Sell,15.505598,35414.67,549125.64,25035.84,Kraken,Completed,Hot Wallet,2024-02-11 09:51:58.222424
224999,68284,XRP,Sell,68.738939,48493.19,3333370.43,38834.36,Kraken,Pending,Exchange Wallet,2024-03-11 09:51:58.222424
917843,88249,Cardano,Withdraw,51.631527,40721.99,2102538.53,22273.32,KuCoin,Completed,Cold Wallet,2023-12-12 09:51:58.222424
647792,79733,Ethereum,Sell,17.206136,15234.77,262131.52,6611.77,Huobi,Pending,Cold Wallet,2023-03-22 09:51:58.222424
798877,64720,Cardano,Sell,27.78042,10583.46,294012.96,4324.07,FTX,Completed,Exchange Wallet,2024-09-22 09:51:58.222424
700254,60125,Polkadot,Stake,29.809768,43660.87,1301520.41,19566.13,KuCoin,Completed,Trezor,2023-03-13 09:51:58.222424
717289,44809,Avalanche,Transfer,12.8425,38277.62,491580.33,3455.27,FTX,Pending,Hot Wallet,2023-09-22 09:51:58.222424
224719,77851,Cardano,Stake,66.441694,44070.81,2928139.27,108375.57,Binance,Pending,Cold Wallet,2023-08-11 09:51:58.222424
801237,87111,Dogecoin,Sell,51.490801,16131.53,830625.4,14787.25,Coinbase,Pending,Ledger,2023-06-16 09:51:58.222424
461289,74832,Litecoin,Transfer,79.807355,23565.31,1880685.06,7511.22,FTX,Pending,Cold Wallet,2024-08-19 09:51:58.222424
797968,89917,Avalanche,Transfer,79.897845,42871.08,3425306.9,90503.81,OKX,Pending,Hot Wallet,2024-04-04 09:51:58.222424
974698,46594,BNB,Withdraw,93.859524,46074.77,4324555.98,101018.03,Huobi,Completed,Ledger,2024-02-17 09:51:58.222424
613481,64644,XRP,Sell,42.679244,44594.08,1903241.62,17388.71,KuCoin,Pending,Hot Wallet,2024-03-11 09:51:58.222424
924671,30133,Dogecoin,Buy,71.739081,37398.09,2682904.61,66173.15,Coinbase,Completed,Ledger,2024-07-19 09:51:58.222424
194285,32746,Dogecoin,Buy,68.256436,21035.05,1435777.54,5118.07,KuCoin,Pending,Ledger,2023-02-28 09:51:58.222424
516363,34115,Ethereum,Sell,62.369876,13444.01,838501.24,33653.28,Huobi,Pending,Ledger,2024-11-04 09:51:58.222424
855416,14400,Polkadot,Sell,31.0083,17634.01,546800.67,18467.02,FTX,Pending,Exchange Wallet,2023-06-29 09:51:58.222424
949821,11584,Avalanche,Withdraw,58.709666,12658.73,743189.81,20277.99,FTX,Pending,Hot Wallet,2025-01-14 09:51:58.222424
410774,13478,Bitcoin,Sell,50.574396,40963.17,2071687.58,64521.64,KuCoin,Pending,Hot Wallet,2023-03-25 09:51:58.222424
646046,73812,Avalanche,Withdraw,72.240038,35394.21,2556879.08,56785.03,Huobi,Completed,Hot Wallet,2023-05-20 09:51:58.222424
448645,50005,Ethereum,Buy,72.023233,52205.78,3760029.06,76123.94,Binance,Failed,Hot Wallet,2024-10-28 09:51:58.222424
608103,61458,Solana,Stake,91.938571,41533.53,3818533.4,45070.95,KuCoin,Failed,Exchange Wallet,2025-01-09 09:51:58.222424
469413,47636,Bitcoin,Stake,39.305935,20224.33,794936.2,27870.39,Kraken,Completed,Hot Wallet,2023-08-13 09:51:58.222424
822565,52728,Dogecoin,Transfer,66.149066,47687.71,3154497.48,922.09,Binance,Pending,Ledger,2023-10-26 09:51:58.222424
277685,25995,BNB,Transfer,30.177966,35302.85,1065368.21,47429.28,Huobi,Failed,Exchange Wallet,2024-04-14 09:51:58.222424
649267,61600,XRP,Withdraw,51.342956,204.54,10501.69,300.97,OKX,Completed,Trezor,2024-08-20 09:51:58.222424
881128,21043,Avalanche,Transfer,26.029635,804.95,20952.55,191.52,Kraken,Completed,Cold Wallet,2023-10-20 09:51:58.222424
583413,83844,Solana,Buy,76.665595,978.13,74988.92,2436.16,KuCoin,Completed,Ledger,2025-02-04 09:51:58.222424
480633,79452,XRP,Stake,66.546716,30671.86,2041111.56,58762.76,Kraken,Pending,Exchange Wallet,2023-05-01 09:51:58.222424
843242,85755,Bitcoin,Sell,57.90177,5319.0,307979.51,3489.49,Binance,Completed,Exchange Wallet,2024-12-09 09:51:58.222424
936519,24343,Bitcoin,Withdraw,42.628237,56786.09,2420690.9,110107.79,Binance,Failed,Trezor,2023-09-27 09:51:58.222424
834502,87907,Ethereum,Transfer,51.983675,19201.37,998157.78,10762.56,Coinbase,Completed,Hot Wallet,2024-05-30 09:51:58.222424
333878,32787,Avalanche,Withdraw,19.408287,740.84,14378.44,259.84,Coinbase,Pending,Ledger,2024-02-26 09:51:58.222424
412776,60178,Solana,Stake,20.303287,58449.01,1186707.02,2438.49,Coinbase,Failed,Cold Wallet,2024-04-14 09:51:58.222424
256515,82671,Bitcoin,Transfer,69.141305,14187.29,980927.75,22163.43,OKX,Completed,Exchange Wallet,2023-12-19 09:51:58.222424
184877,29762,Solana,Withdraw,59.30556,13126.64,778482.74,11854.16,OKX,Failed,Hot Wallet,2023-10-13 09:51:58.222424
671540,14788,Litecoin,Stake,4.556306,17691.91,80609.76,2098.31,Huobi,Pending,Trezor,2024-12-09 09:51:58.222424
675779,22816,XRP,Stake,15.7962,56487.53,892288.32,2644.05,Kraken,Pending,Hot Wallet,2024-09-03 09:51:58.222424
774742,43431,XRP,Transfer,49.363877,43934.43,2168773.8,28902.33,OKX,Pending,Ledger,2023-07-27 09:51:58.222424
821604,73257,Ethereum,Stake,45.218044,48116.01,2175711.86,27788.11,Binance,Failed,Exchange Wallet,2024-04-25 09:51:58.222424
195328,41679,Avalanche,Withdraw,21.434211,602.11,12905.75,409.28,KuCoin,Pending,Hot Wallet,2024-08-31 09:51:58.222424
670370,52168,XRP,Sell,48.9459,38961.27,1906994.43,59724.29,FTX,Pending,Hot Wallet,2023-10-09 09:51:58.222424
936449,73453,Avalanche,Stake,36.259354,44345.7,1607946.43,39327.54,Coinbase,Failed,Cold Wallet,2024-05-29 09:51:58.222424
100676,26365,Ethereum,Withdraw,5.10274,32465.7,165664.03,4016.86,Coinbase,Completed,Hot Wallet,2024-01-15 09:51:58.222424
311521,12333,Solana,Withdraw,75.498264,23672.73,1787250.02,577.68,FTX,Completed,Cold Wallet,2024-04-03 09:51:58.222424
324838,51455,Avalanche,Stake,94.388246,6999.6,660679.97,7655.83,Kraken,Completed,Cold Wallet,2023-03-01 09:51:58.222424
459415,90894,Ethereum,Buy,72.912785,48804.2,3558450.14,58788.1,Huobi,Pending,Ledger,2024-11-11 09:51:58.222424
919339,84031,Polkadot,Withdraw,96.098094,11704.86,1124814.74,592.79,FTX,Failed,Trezor,2025-01-13 09:51:58.222424
769116,53717,BNB,Sell,33.17874,43219.4,1433965.24,38793.59,Coinbase,Failed,Ledger,2025-02-15 09:51:58.222424
233661,19737,BNB,Buy,81.763614,47546.79,3887597.38,138736.53,Huobi,Completed,Exchange Wallet,2023-09-06 09:51:58.222424
493057,67091,Cardano,Transfer,28.704911,1743.56,50048.73,700.63,Binance,Pending,Hot Wallet,2023-06-16 09:51:58.222424
897425,41933,XRP,Stake,3.374265,19276.38,65043.61,2599.36,Coinbase,Failed,Hot Wallet,2024-10-28 09:51:58.222424
120186,87624,Cardano,Stake,52.049834,29807.11,1551455.13,62018.6,Huobi,Pending,Hot Wallet,2024-10-21 09:51:58.222424
792055,16968,XRP,Sell,42.905362,27766.85,1191346.75,44083.09,Coinbase,Pending,Hot Wallet,2024-03-20 09:51:58.222424
402428,87444,Polkadot,Sell,24.538733,18935.72,464658.58,21907.94,OKX,Pending,Trezor,2024-05-04 09:51:58.222424
985306,21949,Avalanche,Transfer,81.939453,8051.13,659705.19,4835.35,Binance,Failed,Ledger,2024-01-28 09:51:58.222424
720043,30697,Cardano,Buy,63.694467,55572.0,3539628.92,11463.19,Kraken,Failed,Trezor,2024-08-24 09:51:58.222424
809580,54456,Solana,Transfer,12.571124,503.4,6328.3,149.44,Huobi,Pending,Hot Wallet,2024-11-24 09:51:58.222424
546781,37509,Avalanche,Sell,4.898889,6175.18,30251.52,460.03,Huobi,Pending,Hot Wallet,2024-02-25 09:51:58.222424
661074,65504,Cardano,Sell,43.578087,39589.28,1725225.09,18606.29,FTX,Completed,Hot Wallet,2025-02-11 09:51:58.222424
309462,78570,Ethereum,Transfer,59.865251,58239.52,3486523.48,70123.13,KuCoin,Failed,Cold Wallet,2024-08-24 09:51:58.222424
468804,36752,BNB,Sell,78.00799,2110.67,164649.12,7614.56,FTX,Pending,Ledger,2024-05-18 09:51:58.222424
281910,23997,Litecoin,Withdraw,85.041983,35716.59,3037409.64,36840.93,FTX,Completed,Exchange Wallet,2023-05-20 09:51:58.222424
517671,59773,Avalanche,Sell,96.895333,51534.98,4993499.05,230134.1,Binance,Completed,Trezor,2023-04-12 09:51:58.222424
357258,69441,Solana,Transfer,14.555842,48819.72,710612.13,7097.28,Huobi,Pending,Hot Wallet,2023-03-15 09:51:58.222424
871429,73746,Bitcoin,Stake,87.185493,51792.77,4515578.19,202127.39,Coinbase,Pending,Hot Wallet,2023-04-02 09:51:58.222424
802314,34144,XRP,Transfer,24.402256,15494.21,378093.68,2313.54,Binance,Pending,Trezor,2023-04-02 09:51:58.222424
364584,18381,Dogecoin,Stake,58.751374,16359.79,961160.14,36323.15,OKX,Failed,Ledger,2023-07-26 09:51:58.222424
779277,40140,Ethereum,Transfer,98.856538,11205.11,1107698.38,33147.78,Coinbase,Failed,Cold Wallet,2024-11-29 09:51:58.222424
496709,66127,Dogecoin,Withdraw,11.185158,30907.0,345699.68,6259.51,Binance,Pending,Hot Wallet,2025-02-14 09:51:58.222424
924067,83471,Solana,Sell,82.906181,9741.25,807609.84,31993.94,Kraken,Completed,Hot Wallet,2023-05-30 09:51:58.222424
297130,68645,Dogecoin,Transfer,5.637275,57306.58,323052.95,14653.45,FTX,Completed,Hot Wallet,2023-04-14 09:51:58.222424
125661,13985,Bitcoin,Transfer,30.047588,44149.84,1326596.2,25291.44,KuCoin,Completed,Cold Wallet,2023-12-30 09:51:58.222424
154601,15632,Dogecoin,Transfer,74.932774,22442.36,1681668.29,43716.96,OKX,Failed,Cold Wallet,2024-08-24 09:51:58.222424
349770,32481,Ethereum,Stake,73.266453,8194.24,600362.9,19823.11,Huobi,Completed,Ledger,2024-07-25 09:51:58.222424
309629,81104,Avalanche,Transfer,83.129031,56011.48,4656180.06,206581.87,KuCoin,Failed,Cold Wallet,2024-07-17 09:51:58.222424
371409,54300,Ethereum,Transfer,97.625209,58126.51,5674612.69,32618.04,FTX,Completed,Cold Wallet,2023-05-12 09:51:58.222424
146175,19217,Ethereum,Transfer,34.928059,12212.51,426559.27,17336.51,OKX,Failed,Cold Wallet,2023-09-10 09:51:58.222424
978524,21030,Avalanche,Transfer,34.229531,22910.6,784219.09,17779.4,Binance,Pending,Hot Wallet,2025-02-09 09:51:58.222424
282561,24222,Dogecoin,Stake,57.901105,2364.26,136893.27,3510.29,Coinbase,Pending,Trezor,2023-05-25 09:51:58.222424
867888,12054,Polkadot,Stake,19.404384,26.49,514.02,9.56,Huobi,Failed,Exchange Wallet,2024-08-05 09:51:58.222424
492765,97556,Litecoin,Stake,1.138459,14274.73,16251.19,136.87,KuCoin,Failed,Ledger,2023-03-29 09:51:58.222424
412468,67177,XRP,Transfer,79.566988,13850.82,1102068.03,4648.34,FTX,Failed,Trezor,2024-06-03 09:51:58.222424
692542,84695,Polkadot,Withdraw,11.000711,18343.66,201793.3,6074.33,Huobi,Pending,Cold Wallet,2024-08-11 09:51:58.222424
302852,86320,Solana,Stake,62.482632,23269.75,1453955.23,71891.58,OKX,Pending,Trezor,2025-02-18 09:51:58.222424
614714,47619,Cardano,Buy,52.514416,58291.35,3061136.2,127507.69,Binance,Completed,Cold Wallet,2024-01-14 09:51:58.222424
146766,40924,Bitcoin,Withdraw,51.774889,49967.37,2587055.04,1018.92,FTX,Pending,Trezor,2024-08-25 09:51:58.222424
851373,17768,Avalanche,Sell,71.610282,20792.95,1488989.01,14426.78,Coinbase,Pending,Trezor,2024-11-30 09:51:58.222424
682018,54370,XRP,Withdraw,29.861893,51919.33,1550409.48,3810.68,Kraken,Failed,Ledger,2024-07-23 09:51:58.222424
747316,82692,Solana,Transfer,97.291566,4614.15,448917.88,19164.62,Binance,Failed,Ledger,2023-10-16 09:51:58.222424
360409,47047,Cardano,Buy,91.213647,58609.66,5346000.84,119467.24,Kraken,Completed,Ledger,2023-06-30 09:51:58.222424
145970,99502,Ethereum,Sell,87.736703,7906.02,693648.13,13902.69,Kraken,Failed,Hot Wallet,2023-12-01 09:51:58.222424
167856,19948,XRP,Buy,38.611651,44565.27,1720738.65,27030.62,KuCoin,Pending,Cold Wallet,2025-01-24 09:51:58.222424
151315,36289,Litecoin,Sell,60.206382,35517.92,2138405.46,34727.31,Coinbase,Pending,Exchange Wallet,2023-11-30 09:51:58.222424
343043,83274,Polkadot,Sell,71.740944,5968.98,428220.26,4607.14,Huobi,Completed,Exchange Wallet,2024-12-04 09:51:58.222424
900672,90957,Ethereum,Stake,49.362381,50476.02,2491616.53,49700.18,Huobi,Completed,Hot Wallet,2023-07-28 09:51:58.222424
722132,35689,Cardano,Sell,43.735389,24998.37,1093313.44,2763.63,Kraken,Completed,Trezor,2024-12-06 09:51:58.222424
518239,13477,Dogecoin,Stake,48.105339,41722.22,2007061.54,19157.19,Binance,Completed,Cold Wallet,2025-01-04 09:51:58.222424
873914,38036,XRP,Stake,25.861138,11067.35,286214.27,2882.25,Kraken,Completed,Hot Wallet,2024-01-08 09:51:58.222424
626096,90084,Dogecoin,Transfer,11.563628,45799.46,529607.92,14420.49,Huobi,Pending,Trezor,2023-03-16 09:51:58.222424
270335,81696,Avalanche,Sell,18.350071,11794.76,216434.68,7525.87,Kraken,Pending,Exchange Wallet,2024-12-04 09:51:58.222424
872930,14517,Solana,Buy,19.273601,51430.75,991255.75,14311.83,KuCoin,Failed,Hot Wallet,2025-02-27 09:51:58.222424
834838,81520,Polkadot,Sell,2.356139,22361.64,52687.13,1410.8,KuCoin,Completed,Cold Wallet,2024-02-19 09:51:58.222424
519546,30343,Ethereum,Withdraw,49.503959,31524.26,1560575.67,9270.89,Kraken,Completed,Hot Wallet,2024-05-06 09:51:58.222424
588730,59478,Ethereum,Sell,45.667504,40838.77,1865004.69,54368.58,FTX,Failed,Ledger,2024-08-26 09:51:58.222424
664910,64351,Cardano,Withdraw,7.956599,7424.56,59074.25,267.71,Kraken,Failed,Trezor,2025-02-20 09:51:58.222424
327789,76526,Bitcoin,Withdraw,14.179846,827.54,11734.39,35.14,OKX,Pending,Hot Wallet,2023-03-30 09:51:58.222424
328915,42250,Bitcoin,Sell,87.447552,51428.5,4497296.43,20188.81,Coinbase,Completed,Hot Wallet,2024-06-04 09:51:58.222424
785469,27460,Cardano,Sell,6.256098,15892.85,99427.23,3299.04,Kraken,Failed,Trezor,2024-06-26 09:51:58.222424
520620,44465,Polkadot,Withdraw,17.291748,26972.23,466397.0,22958.21,Huobi,Pending,Ledger,2023-06-07 09:51:58.222424
306010,52132,Dogecoin,Stake,46.806016,25795.85,1207400.97,4991.65,Huobi,Failed,Exchange Wallet,2023-11-30 09:51:58.222424
530973,82004,Polkadot,Buy,16.466887,20059.68,330320.48,2260.98,FTX,Completed,Hot Wallet,2025-01-13 09:51:58.222424
229398,70738,Cardano,Withdraw,57.088328,23184.59,1323569.48,13272.6,Binance,Failed,Trezor,2024-11-29 09:51:58.222424
896994,33692,Ethereum,Sell,37.620172,13520.8,508654.82,15315.55,Coinbase,Completed,Trezor,2024-05-06 09:51:58.222424
114376,34756,Solana,Transfer,67.552458,976.83,65987.27,732.17,Huobi,Completed,Ledger,2023-10-04 09:51:58.222424
883456,72505,Polkadot,Sell,43.576797,28988.11,1263208.98,61766.53,Coinbase,Completed,Exchange Wallet,2024-02-26 09:51:58.222424
939748,75006,Solana,Stake,8.953053,53011.03,474610.56,18475.37,Huobi,Pending,Hot Wallet,2024-05-03 09:51:58.222424
426371,23684,BNB,Transfer,44.172458,14524.54,641584.63,19688.49,Coinbase,Completed,Cold Wallet,2023-10-25 09:51:58.222424
133937,48169,Ethereum,Withdraw,50.221627,59744.97,3000489.6,48944.37,KuCoin,Pending,Exchange Wallet,2024-04-10 09:51:58.222424
996478,53401,Litecoin,Sell,46.582,38930.27,1813449.84,68500.19,OKX,Pending,Cold Wallet,2023-08-28 09:51:58.222424
608601,92179,BNB,Withdraw,27.001443,46533.1,1256460.85,47385.6,Kraken,Pending,Cold Wallet,2025-02-20 09:51:58.222424
378079,23512,Polkadot,Buy,14.069005,22652.59,318699.4,12547.01,Huobi,Completed,Cold Wallet,2024-03-20 09:51:58.222424
793238,53480,Bitcoin,Sell,69.876028,18776.68,1312039.82,20036.02,FTX,Pending,Cold Wallet,2024-02-23 09:51:58.222424
237327,39797,Solana,Sell,64.275334,26914.24,1729921.77,28395.55,FTX,Completed,Exchange Wallet,2024-01-15 09:51:58.222424
822926,22323,Ethereum,Stake,84.46567,630.13,53224.35,2599.31,OKX,Pending,Ledger,2025-01-17 09:51:58.222424
725650,93081,Dogecoin,Withdraw,30.542094,19358.76,591257.07,2663.73,OKX,Completed,Trezor,2024-12-24 09:51:58.222424
432799,88434,Ethereum,Transfer,34.401556,48966.72,1684531.36,61282.79,OKX,Pending,Exchange Wallet,2023-04-05 09:51:58.222424
971904,63626,Dogecoin,Sell,56.318759,22213.03,1251010.28,3969.29,OKX,Failed,Cold Wallet,2024-09-23 09:51:58.222424
721863,16709,Dogecoin,Transfer,72.502714,14927.71,1082299.49,52118.34,Coinbase,Completed,Trezor,2023-07-06 09:51:58.222424
482808,96909,Dogecoin,Buy,40.334401,48950.12,1974373.77,72070.7,KuCoin,Completed,Trezor,2024-03-03 09:51:58.222424
939417,91991,BNB,Transfer,81.831514,56614.73,4632869.07,11927.1,OKX,Completed,Trezor,2024-10-17 09:51:58.222424
106565,20002,Litecoin,Buy,64.253276,15533.88,998102.68,188.31,OKX,Failed,Exchange Wallet,2024-04-22 09:51:58.222424
498498,10521,Cardano,Transfer,36.937411,15343.91,566764.31,237.15,Kraken,Failed,Hot Wallet,2023-08-13 09:51:58.222424
874332,33744,Cardano,Transfer,25.00427,23531.86,588396.98,14983.98,FTX,Pending,Ledger,2024-08-28 09:51:58.222424
776134,15153,Polkadot,Stake,78.457163,46077.3,3615094.24,134458.44,KuCoin,Failed,Ledger,2024-06-19 09:51:58.222424
514694,99474,Ethereum,Sell,85.077476,26724.75,2273674.28,52253.52,Huobi,Failed,Hot Wallet,2023-05-12 09:51:58.222424
546179,77403,Polkadot,Sell,70.496123,58645.75,4134298.01,177427.39,Coinbase,Completed,Hot Wallet,2024-05-12 09:51:58.222424
457452,48223,Polkadot,Buy,67.516236,49280.79,3327253.45,165991.67,Kraken,Completed,Exchange Wallet,2023-05-07 09:51:58.222424
791361,31168,Bitcoin,Stake,25.7229,33243.48,855118.71,19378.05,Coinbase,Completed,Ledger,2024-02-25 09:51:58.222424
858064,31023,BNB,Withdraw,84.531952,30726.12,2597338.9,14234.54,Kraken,Completed,Cold Wallet,2024-05-17 09:51:58.222424
850822,49937,Litecoin,Withdraw,3.904908,9837.69,38415.27,1870.39,Coinbase,Completed,Trezor,2023-08-25 09:51:58.222424
413483,45895,Ethereum,Withdraw,3.625761,12108.35,43901.98,1340.27,Coinbase,Failed,Ledger,2024-02-23 09:51:58.222424
616606,76609,Cardano,Buy,54.640081,55706.92,3043830.62,53823.68,KuCoin,Pending,Trezor,2024-05-10 09:51:58.222424
511931,86129,Avalanche,Buy,93.90519,54279.11,5097090.14,217048.82,FTX,Pending,Cold Wallet,2024-07-29 09:51:58.222424
201045,67983,Ethereum,Sell,81.019903,43222.32,3501868.17,30967.69,OKX,Completed,Hot Wallet,2023-08-27 09:51:58.222424
233267,83702,Solana,Stake,54.332075,2496.89,135661.21,2292.81,Huobi,Failed,Ledger,2023-07-19 09:51:58.222424
771597,83245,Litecoin,Withdraw,83.165493,53223.05,4426321.19,138096.07,Coinbase,Pending,Hot Wallet,2024-01-20 09:51:58.222424
649922,46072,Avalanche,Transfer,74.471641,10440.4,777513.72,29182.61,Binance,Pending,Ledger,2023-04-16 09:51:58.222424
103673,71205,Litecoin,Buy,47.956482,41900.55,2009402.97,88374.86,Binance,Failed,Ledger,2024-07-18 09:51:58.222424
604635,93248,Cardano,Withdraw,6.040584,19082.28,115268.12,3376.99,Coinbase,Failed,Trezor,2023-07-16 09:51:58.222424
251763,14001,Cardano,Stake,83.786931,19667.49,1647878.63,356.13,Kraken,Pending,Cold Wallet,2024-07-18 09:51:58.222424
342243,56901,Solana,Stake,41.044363,24273.52,996291.17,36903.33,Huobi,Pending,Hot Wallet,2024-04-13 09:51:58.222424
534191,82706,Bitcoin,Buy,67.943367,13362.92,907921.78,30106.83,KuCoin,Completed,Hot Wallet,2023-11-06 09:51:58.222424
139159,80154,Solana,Buy,75.658323,23094.11,1747261.63,63861.83,Coinbase,Failed,Ledger,2024-07-31 09:51:58.222424
990434,17520,Solana,Withdraw,59.191767,31107.5,1841307.89,17054.41,Huobi,Failed,Trezor,2024-06-04 09:51:58.222424
239821,48257,XRP,Transfer,76.276429,54838.56,4182889.53,144557.25,Coinbase,Failed,Cold Wallet,2024-02-22 09:51:58.222424
502714,63293,Cardano,Buy,35.507152,41659.28,1479202.39,19031.34,Binance,Failed,Cold Wallet,2024-11-09 09:51:58.222424
194851,63557,Cardano,Buy,20.826758,21910.26,456319.68,2585.75,Huobi,Pending,Hot Wallet,2025-01-08 09:51:58.222424
838000,36409,Cardano,Stake,12.074695,1767.33,21339.97,251.49,FTX,Failed,Ledger,2023-06-26 09:51:58.222424
943117,43189,Cardano,Transfer,41.651567,39554.74,1647516.9,13044.62,KuCoin,Pending,Ledger,2023-09-04 09:51:58.222424
522308,95198,Litecoin,Transfer,75.402916,23844.23,1797924.47,16985.62,Binance,Pending,Exchange Wallet,2024-01-09 09:51:58.222424
115315,10841,Bitcoin,Withdraw,18.094386,19348.28,350095.25,13712.31,Coinbase,Failed,Hot Wallet,2024-10-18 09:51:58.222424
838303,36997,Polkadot,Buy,85.521777,1909.97,163344.03,1919.36,FTX,Failed,Exchange Wallet,2023-09-09 09:51:58.222424
852758,66936,Litecoin,Stake,80.184919,58814.53,4716038.32,78207.07,OKX,Pending,Ledger,2024-07-04 09:51:58.222424
596689,55910,Cardano,Stake,63.122936,1549.44,97805.2,4165.42,KuCoin,Pending,Hot Wallet,2024-07-14 09:51:58.222424
940486,99637,BNB,Buy,30.392478,47940.57,1457032.72,36410.08,Coinbase,Failed,Hot Wallet,2023-09-28 09:51:58.222424
239926,24087,Dogecoin,Stake,79.069757,16050.09,1269076.72,19854.92,OKX,Pending,Ledger,2024-07-08 09:51:58.222424
967677,66131,BNB,Transfer,70.526321,57851.86,4080078.85,194002.7,OKX,Failed,Ledger,2024-07-27 09:51:58.222424
385028,55733,BNB,Sell,92.447179,52529.77,4856229.05,85148.25,Huobi,Completed,Cold Wallet,2024-08-09 09:51:58.222424
666084,51127,Litecoin,Buy,40.984635,33319.25,1365577.3,32508.73,Kraken,Failed,Ledger,2023-03-05 09:51:58.222424
156742,89652,Avalanche,Withdraw,97.571301,43789.87,4272634.59,109707.37,Binance,Completed,Ledger,2023-11-22 09:51:58.222424
192871,43518,Cardano,Withdraw,25.764704,49277.11,1269610.15,13266.88,KuCoin,Completed,Ledger,2024-10-18 09:51:58.222424
140130,31751,Ethereum,Sell,82.111623,43009.47,3531577.39,122473.13,Kraken,Failed,Cold Wallet,2024-02-29 09:51:58.222424
574599,20924,BNB,Stake,72.39246,59995.76,4343240.66,168096.69,KuCoin,Failed,Ledger,2023-08-06 09:51:58.222424
976361,40246,Solana,Transfer,23.850328,16946.52,404180.06,1745.14,KuCoin,Pending,Trezor,2025-02-17 09:51:58.222424
115365,77984,Solana,Sell,77.726673,16617.01,1291584.9,23873.11,OKX,Completed,Ledger,2023-10-27 09:51:58.222424
618166,94926,Cardano,Buy,63.023443,47116.9,2969469.26,60102.86,Coinbase,Failed,Ledger,2024-11-08 09:51:58.222424
167333,92703,Litecoin,Withdraw,57.904971,31777.88,1840097.22,54898.05,Kraken,Completed,Cold Wallet,2023-09-19 09:51:58.222424
139718,36504,BNB,Stake,59.819577,53348.26,3191270.35,89454.06,FTX,Failed,Cold Wallet,2023-05-16 09:51:58.222424
313082,55916,Polkadot,Withdraw,47.562817,53908.94,2564061.05,14549.7,KuCoin,Pending,Cold Wallet,2024-04-19 09:51:58.222424
118518,47251,BNB,Transfer,36.457309,30784.72,1122328.05,52349.87,Huobi,Completed,Trezor,2023-05-29 09:51:58.222424
304744,89734,Cardano,Transfer,2.738179,58469.75,160100.64,500.34,Kraken,Failed,Ledger,2024-12-03 09:51:58.222424
671312,41063,Polkadot,Transfer,99.601032,58487.47,5825412.37,212609.25,OKX,Completed,Ledger,2023-10-22 09:51:58.222424
320239,58144,Ethereum,Withdraw,79.415062,25797.05,2048674.33,42429.72,Huobi,Completed,Cold Wallet,2024-12-17 09:51:58.222424
509157,76042,Solana,Transfer,14.130058,48667.48,687674.32,18392.91,Binance,Pending,Hot Wallet,2024-06-28 09:51:58.222424
222297,83843,Polkadot,Buy,65.797083,12914.31,849723.93,1017.18,Huobi,Completed,Cold Wallet,2023-03-15 09:51:58.222424
661047,17172,Polkadot,Withdraw,19.502168,58859.31,1147884.15,43466.64,FTX,Completed,Cold Wallet,2024-04-02 09:51:58.222424
404052,81531,BNB,Stake,0.884461,59033.32,52212.67,785.69,OKX,Completed,Exchange Wallet,2023-09-17 09:51:58.222424
224926,77803,Ethereum,Sell,46.414181,5093.62,236416.2,7664.37,Binance,Failed,Hot Wallet,2024-08-06 09:51:58.222424
913770,14981,Polkadot,Buy,49.053051,39651.04,1945004.49,22859.67,FTX,Pending,Cold Wallet,2023-03-11 09:51:58.222424
895098,92659,Ethereum,Buy,32.656103,34448.26,1124945.93,32047.91,KuCoin,Pending,Trezor,2023-03-28 09:51:58.222424
133034,92030,Dogecoin,Transfer,4.879966,40051.09,195447.96,7719.59,Huobi,Pending,Exchange Wallet,2024-01-13 09:51:58.222424
698474,22446,Dogecoin,Withdraw,69.33928,8429.87,584521.12,13221.34,Coinbase,Pending,Trezor,2023-07-07 09:51:58.222424
370300,93839,Avalanche,Withdraw,45.243236,17946.5,811957.73,31277.23,Binance,Completed,Trezor,2024-11-01 09:51:58.222424
323671,38576,BNB,Stake,6.974587,26493.79,184783.24,3384.17,KuCoin,Completed,Cold Wallet,2024-02-25 09:51:58.222424
470809,12454,Polkadot,Stake,37.746366,18299.71,690747.55,31093.67,Huobi,Completed,Cold Wallet,2023-09-21 09:51:58.222424
